city_name;city_code;value;measurement_date;unit;name
Berlin;DE3;124.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE3;126.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE3;125.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE3;128.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE3;124.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;25900.0;2000;Euro per inhabitant;GDP
Berlin;DE30;26700.0;2005;Euro per inhabitant;GDP
Berlin;DE30;31500.0;2010;Euro per inhabitant;GDP
Berlin;DE30;32800.0;2012;Euro per inhabitant;GDP
Berlin;DE30;33200.0;2013;Euro per inhabitant;GDP
Berlin;DE30;34400.0;2014;Euro per inhabitant;GDP
Berlin;DE30;35700.0;2015;Euro per inhabitant;GDP
Berlin;DE30;37600.0;2016;Euro per inhabitant;GDP
Berlin;DE30;39300.0;2017;Euro per inhabitant;GDP
Berlin;DE30;41300.0;2018;Euro per inhabitant;GDP
Berlin;DE30;43100.0;2019;Euro per inhabitant;GDP
Berlin;DE30;42600.0;2020;Euro per inhabitant;GDP
Berlin;DE30;44600.0;2021;Euro per inhabitant;GDP
Berlin;DE30;141.0;2000;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;122.0;2005;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;126.0;2010;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;127.0;2012;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;128.0;2013;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;129.0;2014;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;130.0;2015;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;133.0;2016;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;134.0;2017;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;136.0;2018;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;138.0;2019;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;142.0;2020;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;138.0;2021;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;85533.84;2000;Million euro;GDP
Berlin;DE30;87187.99;2005;Million euro;GDP
Berlin;DE30;103051.7;2010;Million euro;GDP
Berlin;DE30;109771.99;2012;Million euro;GDP
Berlin;DE30;112881.34;2013;Million euro;GDP
Berlin;DE30;118518.73;2014;Million euro;GDP
Berlin;DE30;124913.91;2015;Million euro;GDP
Berlin;DE30;133210.31;2016;Million euro;GDP
Berlin;DE30;141322.11;2017;Million euro;GDP
Berlin;DE30;149869.8;2018;Million euro;GDP
Berlin;DE30;157443.97;2019;Million euro;GDP
Berlin;DE30;156034.81;2020;Million euro;GDP
Berlin;DE30;163828.13;2021;Million euro;GDP
Berlin;DE30;85533.84;2000;Million units of national currency;GDP
Berlin;DE30;87187.99;2005;Million units of national currency;GDP
Berlin;DE30;103051.7;2010;Million units of national currency;GDP
Berlin;DE30;109771.99;2012;Million units of national currency;GDP
Berlin;DE30;112881.34;2013;Million units of national currency;GDP
Berlin;DE30;118518.73;2014;Million units of national currency;GDP
Berlin;DE30;124913.91;2015;Million units of national currency;GDP
Berlin;DE30;133210.31;2016;Million units of national currency;GDP
Berlin;DE30;141322.11;2017;Million units of national currency;GDP
Berlin;DE30;149869.8;2018;Million units of national currency;GDP
Berlin;DE30;157443.97;2019;Million units of national currency;GDP
Berlin;DE30;156034.81;2020;Million units of national currency;GDP
Berlin;DE30;163828.13;2021;Million units of national currency;GDP
Berlin;DE30;75326.36;2000;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;81806.74;2005;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;96869.49;2010;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;102956.28;2012;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;105136.95;2013;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;110453.42;2014;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;115401.38;2015;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;122938.78;2016;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;130322.86;2017;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;138178.52;2018;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;142642.01;2019;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;140978.33;2020;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;147518.48;2021;Million purchasing power standards (PPS, EU27 from 2020);GDP
Berlin;DE30;22800.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;25100.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;29600.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;30700.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;30900.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;32100.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;33000.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;34700.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;36300.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;38100.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;39000.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;38400.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;40200.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Berlin;DE30;124.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;114.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;119.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;119.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;119.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;121.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;120.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;123.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;124.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;126.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;125.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;128.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Berlin;DE30;124.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;33900.0;2000;Euro per inhabitant;GDP
Bremen;DE5;37800.0;2005;Euro per inhabitant;GDP
Bremen;DE5;40400.0;2010;Euro per inhabitant;GDP
Bremen;DE5;43600.0;2012;Euro per inhabitant;GDP
Bremen;DE5;43900.0;2013;Euro per inhabitant;GDP
Bremen;DE5;45200.0;2014;Euro per inhabitant;GDP
Bremen;DE5;45700.0;2015;Euro per inhabitant;GDP
Bremen;DE5;46500.0;2016;Euro per inhabitant;GDP
Bremen;DE5;47600.0;2017;Euro per inhabitant;GDP
Bremen;DE5;48300.0;2018;Euro per inhabitant;GDP
Bremen;DE5;48600.0;2019;Euro per inhabitant;GDP
Bremen;DE5;47900.0;2020;Euro per inhabitant;GDP
Bremen;DE5;50700.0;2021;Euro per inhabitant;GDP
Bremen;DE5;185.0;2000;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;172.0;2005;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;162.0;2010;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;169.0;2012;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;169.0;2013;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;170.0;2014;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;166.0;2015;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;165.0;2016;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;162.0;2017;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;159.0;2018;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;155.0;2019;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;159.0;2020;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;156.0;2021;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;22289.77;2000;Million euro;GDP
Bremen;DE5;24848.38;2005;Million euro;GDP
Bremen;DE5;26358.48;2010;Million euro;GDP
Bremen;DE5;28516.51;2012;Million euro;GDP
Bremen;DE5;28824.27;2013;Million euro;GDP
Bremen;DE5;29797.97;2014;Million euro;GDP
Bremen;DE5;30494.0;2015;Million euro;GDP
Bremen;DE5;31359.68;2016;Million euro;GDP
Bremen;DE5;32388.65;2017;Million euro;GDP
Bremen;DE5;32926.18;2018;Million euro;GDP
Bremen;DE5;33154.45;2019;Million euro;GDP
Bremen;DE5;32572.78;2020;Million euro;GDP
Bremen;DE5;34368.67;2021;Million euro;GDP
Bremen;DE5;22289.77;2000;Million units of national currency;GDP
Bremen;DE5;24848.38;2005;Million units of national currency;GDP
Bremen;DE5;26358.48;2010;Million units of national currency;GDP
Bremen;DE5;28516.51;2012;Million units of national currency;GDP
Bremen;DE5;28824.27;2013;Million units of national currency;GDP
Bremen;DE5;29797.97;2014;Million units of national currency;GDP
Bremen;DE5;30494.0;2015;Million units of national currency;GDP
Bremen;DE5;31359.68;2016;Million units of national currency;GDP
Bremen;DE5;32388.65;2017;Million units of national currency;GDP
Bremen;DE5;32926.18;2018;Million units of national currency;GDP
Bremen;DE5;33154.45;2019;Million units of national currency;GDP
Bremen;DE5;32572.78;2020;Million units of national currency;GDP
Bremen;DE5;34368.67;2021;Million units of national currency;GDP
Bremen;DE5;19629.75;2000;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;23314.73;2005;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;24777.2;2010;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;26745.93;2012;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;26846.74;2013;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;27770.19;2014;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;28171.8;2015;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;28941.61;2016;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;29867.81;2017;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;30357.62;2018;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;30037.46;2019;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;29429.69;2020;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;30947.16;2021;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE5;29900.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;35500.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;38000.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;40900.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;40900.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;42100.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;42300.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;42900.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;43900.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;44500.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;44000.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;43200.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;45600.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE5;163.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;161.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;153.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;159.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;157.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;158.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;154.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;152.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;150.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;147.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;141.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;144.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE5;141.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;33900.0;2000;Euro per inhabitant;GDP
Bremen;DE50;37800.0;2005;Euro per inhabitant;GDP
Bremen;DE50;40400.0;2010;Euro per inhabitant;GDP
Bremen;DE50;43600.0;2012;Euro per inhabitant;GDP
Bremen;DE50;43900.0;2013;Euro per inhabitant;GDP
Bremen;DE50;45200.0;2014;Euro per inhabitant;GDP
Bremen;DE50;45700.0;2015;Euro per inhabitant;GDP
Bremen;DE50;46500.0;2016;Euro per inhabitant;GDP
Bremen;DE50;47600.0;2017;Euro per inhabitant;GDP
Bremen;DE50;48300.0;2018;Euro per inhabitant;GDP
Bremen;DE50;48600.0;2019;Euro per inhabitant;GDP
Bremen;DE50;47900.0;2020;Euro per inhabitant;GDP
Bremen;DE50;50700.0;2021;Euro per inhabitant;GDP
Bremen;DE50;185.0;2000;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;172.0;2005;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;162.0;2010;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;169.0;2012;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;169.0;2013;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;170.0;2014;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;166.0;2015;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;165.0;2016;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;162.0;2017;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;159.0;2018;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;155.0;2019;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;159.0;2020;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;156.0;2021;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;22289.77;2000;Million euro;GDP
Bremen;DE50;24848.38;2005;Million euro;GDP
Bremen;DE50;26358.48;2010;Million euro;GDP
Bremen;DE50;28516.51;2012;Million euro;GDP
Bremen;DE50;28824.27;2013;Million euro;GDP
Bremen;DE50;29797.97;2014;Million euro;GDP
Bremen;DE50;30494.0;2015;Million euro;GDP
Bremen;DE50;31359.68;2016;Million euro;GDP
Bremen;DE50;32388.65;2017;Million euro;GDP
Bremen;DE50;32926.18;2018;Million euro;GDP
Bremen;DE50;33154.45;2019;Million euro;GDP
Bremen;DE50;32572.78;2020;Million euro;GDP
Bremen;DE50;34368.67;2021;Million euro;GDP
Bremen;DE50;22289.77;2000;Million units of national currency;GDP
Bremen;DE50;24848.38;2005;Million units of national currency;GDP
Bremen;DE50;26358.48;2010;Million units of national currency;GDP
Bremen;DE50;28516.51;2012;Million units of national currency;GDP
Bremen;DE50;28824.27;2013;Million units of national currency;GDP
Bremen;DE50;29797.97;2014;Million units of national currency;GDP
Bremen;DE50;30494.0;2015;Million units of national currency;GDP
Bremen;DE50;31359.68;2016;Million units of national currency;GDP
Bremen;DE50;32388.65;2017;Million units of national currency;GDP
Bremen;DE50;32926.18;2018;Million units of national currency;GDP
Bremen;DE50;33154.45;2019;Million units of national currency;GDP
Bremen;DE50;32572.78;2020;Million units of national currency;GDP
Bremen;DE50;34368.67;2021;Million units of national currency;GDP
Bremen;DE50;19629.75;2000;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;23314.73;2005;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;24777.2;2010;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;26745.93;2012;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;26846.74;2013;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;27770.19;2014;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;28171.8;2015;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;28941.61;2016;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;29867.81;2017;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;30357.62;2018;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;30037.46;2019;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;29429.69;2020;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;30947.16;2021;Million purchasing power standards (PPS, EU27 from 2020);GDP
Bremen;DE50;29900.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;35500.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;38000.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;40900.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;40900.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;42100.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;42300.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;42900.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;43900.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;44500.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;44000.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;43200.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;45600.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Bremen;DE50;163.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;161.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;153.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;159.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;157.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;158.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;154.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;152.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;150.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;147.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;141.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;144.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Bremen;DE50;141.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;46500.0;2000;Euro per inhabitant;GDP
Hamburg;DE6;51800.0;2005;Euro per inhabitant;GDP
Hamburg;DE6;55000.0;2010;Euro per inhabitant;GDP
Hamburg;DE6;56200.0;2012;Euro per inhabitant;GDP
Hamburg;DE6;58100.0;2013;Euro per inhabitant;GDP
Hamburg;DE6;58900.0;2014;Euro per inhabitant;GDP
Hamburg;DE6;60900.0;2015;Euro per inhabitant;GDP
Hamburg;DE6;61400.0;2016;Euro per inhabitant;GDP
Hamburg;DE6;64000.0;2017;Euro per inhabitant;GDP
Hamburg;DE6;64800.0;2018;Euro per inhabitant;GDP
Hamburg;DE6;67600.0;2019;Euro per inhabitant;GDP
Hamburg;DE6;64300.0;2020;Euro per inhabitant;GDP
Hamburg;DE6;68700.0;2021;Euro per inhabitant;GDP
Hamburg;DE6;253.0;2000;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;236.0;2005;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;221.0;2010;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;218.0;2012;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;223.0;2013;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;222.0;2014;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;222.0;2015;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;218.0;2016;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;218.0;2017;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;214.0;2018;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;216.0;2019;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;214.0;2020;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;212.0;2021;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Hamburg;DE6;77837.34;2000;Million euro;GDP
Hamburg;DE6;87134.97;2005;Million euro;GDP
Hamburg;DE6;93642.59;2010;Million euro;GDP
Hamburg;DE6;97009.22;2012;Million euro;GDP
Hamburg;DE6;101144.78;2013;Million euro;GDP
Hamburg;DE6;103431.26;2014;Million euro;GDP
Hamburg;DE6;108166.3;2015;Million euro;GDP
Hamburg;DE6;110541.4;2016;Million euro;GDP
Hamburg;DE6;116588.58;2017;Million euro;GDP
Hamburg;DE6;119035.09;2018;Million euro;GDP
Hamburg;DE6;124631.33;2019;Million euro;GDP
Hamburg;DE6;118901.2;2020;Million euro;GDP
Hamburg;DE6;127346.52;2021;Million euro;GDP
Hamburg;DE6;77837.34;2000;Million units of national currency;GDP
Hamburg;DE6;87134.97;2005;Million units of national currency;GDP
Hamburg;DE6;93642.59;2010;Million units of national currency;GDP
Hamburg;DE6;97009.22;2012;Million units of national currency;GDP
Hamburg;DE6;101144.78;2013;Million units of national currency;GDP
Hamburg;DE6;103431.26;2014;Million units of national currency;GDP
Hamburg;DE6;108166.3;2015;Million units of national currency;GDP
Hamburg;DE6;110541.4;2016;Million units of national currency;GDP
Hamburg;DE6;116588.58;2017;Million units of national currency;GDP
Hamburg;DE6;119035.09;2018;Million units of national currency;GDP
Hamburg;DE6;124631.33;2019;Million units of national currency;GDP
Hamburg;DE6;118901.2;2020;Million units of national currency;GDP
Hamburg;DE6;127346.52;2021;Million units of national currency;GDP
Hamburg;DE6;68548.35;2000;Million purchasing power standards (PPS, EU27 from 2020);GDP
Hamburg;DE6;81757.0;2005;Million purchasing power standards (PPS, EU27 from 2020);GDP
Hamburg;DE6;88024.84;2010;Million purchasing power standards (PPS, EU27 from 2020);GDP
Hamburg;DE6;90985.95;2012;Million purchasing power standards (PPS, EU27 from 2020);GDP
Hamburg;DE6;94205.6;2013;Million purchasing power standards (PPS, EU27 from 2020);GDP
Hamburg;DE6;96392.67;2014;Million purchasing power standards (PPS, EU27 from 2020);GDP
Hamburg;DE6;99929.14;2015;Million purchasing power standards (PPS, EU27 from 2020);GDP
Hamburg;DE6;102017.81;2016;Million purchasing power standards (PPS, EU27 from 2020);GDP
Hamburg;DE6;107514.37;2017;Million purchasing power standards (PPS, EU27 from 2020);GDP
